origen,destino,num_estaciones,num_transbordos,num_troncales,distancia_km,hora_dia,dia_semana,es_hora_pico,es_fin_semana,num_portales,tiempo_minutos,categoria
Pradera,Calle 85,10,3,4,4.196,12,5,0,1,0,18.28,Rapido
Calle 22,Av 68,7,2,2,5.524,19,5,1,1,0,17.39,Rapido
Consuelo,Toberin,31,5,6,26.44,18,3,1,0,0,102.98,Lento
De La Sabana,Alcala,14,4,5,9.867,11,5,0,1,0,28.5,Medio
La Campiña,Humedal Cordoba,5,0,1,3.69,21,4,0,0,0,6.62,Rapido
Marly,Marsella,13,1,2,3.638,17,5,1,1,0,30.2,Medio
Calle 72,Cardio Infantil,11,2,2,9.234,15,6,0,1,0,17.28,Rapido
Portal Suba,Av Cali Calle 80,16,3,3,5.994,9,3,0,0,1,33.37,Medio
Ricaurte,Marly,10,1,2,2.342,19,6,1,1,0,19.8,Rapido
CAN,Quiroga,14,4,3,10.657,14,4,0,0,0,25.17,Medio
Ricaurte,Aurora,14,2,3,10.836,11,4,0,0,0,46.89,Medio
Modelia,Calle 100,10,2,3,5.56,9,2,0,0,0,19.4,Rapido
Museo Nacional,Yomasa,15,2,3,10.765,22,6,0,1,0,28.47,Medio
Calle 85,Suba TV 91,9,1,2,7.303,8,6,1,1,0,19.0,Rapido
Las Aguas,Av Cali Calle 80,15,6,4,10.258,13,3,0,0,0,30.63,Medio
Mundo Aventura,Portal Americas,5,0,1,3.834,14,1,0,0,1,8.78,Rapido
Mundo Aventura,Av Cali Calle 80,15,2,3,5.627,11,0,0,0,0,31.0,Medio
Portal Sur,Prado,20,4,5,19.033,9,1,0,0,1,44.93,Medio
Restrepo,La Campiña,18,3,4,18.04,15,1,0,0,0,38.38,Medio
Quiroga,Calle 34,12,1,2,7.228,11,5,0,1,0,16.47,Rapido
Quiroga,Calle 19,9,1,2,5.54,5,2,0,0,0,14.78,Rapido
Suba TV 91,Calle 127,10,1,2,4.733,15,3,0,0,0,19.28,Rapido
La Campiña,Aurora,30,5,5,24.309,23,6,0,1,0,55.66,Lento
Mandalay,Centro Memoria,9,1,2,5.617,11,2,0,0,0,15.89,Rapido
Portal 80,Calle 22,7,3,4,8.947,13,1,0,0,1,12.79,Rapido
Virrey,San Victorino,10,3,2,8.238,21,0,0,0,0,14.62,Rapido
Las Aguas,Granja,14,6,4,10.251,9,5,0,1,0,26.81,Medio
Calle 63 NQS,Calle 100 Suba,7,2,3,3.554,14,4,0,0,0,15.82,Rapido
Biblioteca Tintal,Calle 34,15,1,2,6.205,5,3,0,0,0,24.24,Rapido
NQS Calle 38A Sur,Biblioteca Tintal,9,1,2,7.405,7,3,1,0,0,26.13,Medio
Socorro,Yomasa,2,0,1,0.579,19,4,1,0,0,6.6,Rapido
Centro Memoria,Ricaurte,4,1,2,1.005,7,6,1,1,0,6.58,Rapido
Calle 127,Portal Norte,8,0,1,6.512,8,3,1,0,1,19.93,Rapido
Portal Norte,Portal Suba,19,1,2,5.595,12,1,0,0,2,39.26,Medio
Gobernacion,Molinos,23,5,4,16.035,17,1,1,0,0,98.15,Lento
Mandalay,Portal El Dorado,22,4,3,2.245,20,0,1,0,1,50.62,Lento
Portal Sur,Portal Norte,26,4,5,24.759,10,2,0,0,2,61.73,Lento
Calle 34,Profamilia,2,0,1,0.675,8,3,1,0,0,2.35,Rapido
Mandalay,San Victorino,11,2,3,5.653,7,6,1,1,0,21.32,Rapido
Socorro,Olaya,8,1,2,4.768,12,4,0,0,0,22.39,Rapido
Portal Sur,NQS Calle 38A Sur,9,1,2,5.9,7,2,1,0,1,25.71,Medio
Polo,Santa Lucia,19,5,5,16.764,15,4,0,0,0,39.96,Medio
Calle 100 Suba,Shaio,2,0,1,0.993,20,0,1,0,0,2.84,Rapido
San Victorino,Calle 142,15,5,3,13.521,19,1,1,0,0,37.68,Medio
Suba TV 91,Calle 146,14,1,2,4.107,17,2,1,0,0,38.72,Medio
Calle 127,De La Sabana,12,4,5,8.319,9,4,0,0,0,28.84,Medio
21 Angeles,Calle 40 Sur,21,4,4,18.542,9,3,0,0,0,39.96,Medio
Shaio,Portal Americas,18,3,4,10.463,11,1,0,0,1,40.85,Medio
Santa Lucia,Humedal Cordoba,20,4,5,18.993,18,5,1,1,0,64.39,Lento
Calle 127,Simon Bolivar,10,3,4,6.039,5,4,0,0,0,20.64,Rapido
Calle 34,Hospitales,8,1,2,3.985,6,2,1,0,0,18.79,Rapido
21 Angeles,San Victorino,14,4,3,13.01,16,0,0,0,0,29.7,Medio
Ferias,Polo,3,1,2,1.57,23,3,0,0,0,5.37,Rapido
Normandia,Museo Nacional,10,3,2,5.921,18,4,1,0,0,22.41,Rapido
Calle 38A Sur,Cardio Infantil,26,5,6,23.431,22,3,0,0,0,58.71,Lento
Patio Bonito,Calle 45,16,3,3,7.146,14,6,0,1,0,24.13,Rapido
Calle 100 Suba,Aurora,24,5,5,19.307,9,5,0,1,0,60.94,Lento
Calle 38A Sur,Calle 106,19,5,6,17.593,9,5,0,1,0,47.91,Medio
Tercer Milenio,Pepe Sierra,12,4,3,11.179,10,3,0,0,0,21.73,Rapido
Portal Americas,NQS Calle 38A Sur,11,1,2,8.443,16,1,0,0,1,23.36,Rapido
Shaio,Pradera,12,3,4,6.085,12,5,0,1,0,24.1,Rapido
Salitre El Greco,Shaio,9,2,3,4.617,16,0,0,0,0,18.29,Rapido
Mundo Aventura,Calle 19,10,1,2,5.316,23,3,0,0,0,16.23,Rapido
Restrepo,Gratamira,15,3,4,15.435,19,4,1,0,0,43.97,Medio
Calle 127,Flores,8,2,2,6.553,20,5,1,1,0,19.92,Rapido
Calle 100 Suba,Salitre El Greco,8,2,3,3.861,23,2,0,0,0,14.54,Rapido
Ricaurte,Alcala,13,3,4,11.605,20,3,1,0,0,39.81,Medio
Marly,Patio Bonito,17,1,2,7.049,16,6,0,1,0,23.34,Rapido
Suba TV 91,Humedal Cordoba,4,0,1,2.741,23,2,0,0,0,5.13,Rapido
Calle 63 NQS,Shaio,8,2,3,4.475,6,5,1,1,0,24.11,Rapido
Virrey,Av 68,9,1,2,3.731,14,3,0,0,0,14.93,Rapido
Gratamira,General Santander,21,4,4,18.537,9,4,0,0,0,41.96,Medio
Alcala,Calle 19,12,4,3,11.925,10,4,0,0,0,25.02,Medio
Mundo Aventura,Calle 72,12,3,4,5.093,13,6,0,1,0,21.89,Rapido
Restrepo,Av Cali Calle 80,14,2,3,12.888,15,0,0,0,0,33.91,Medio
Calle 45,Pradera,11,3,3,2.808,18,6,1,1,0,21.84,Rapido
Calle 63 NQS,Consuelo,17,2,3,16.145,23,5,0,1,0,43.25,Medio
Gobernacion,Calle 19,5,3,2,5.01,6,1,1,0,0,11.07,Rapido
Portal Suba,Ricaurte,20,4,4,14.403,12,3,0,0,1,38.78,Medio
Gobernacion,Calle 40 Sur,14,4,3,11.238,21,6,0,1,0,17.69,Rapido
Portal Americas,Museo Nacional,13,1,2,7.774,15,4,0,0,1,24.38,Rapido
Ricaurte,Modelia,15,4,3,5.759,18,4,1,0,0,43.55,Medio
Marly,Granja,11,3,3,7.243,13,6,0,1,0,16.61,Rapido
Nariño,Portal Norte,20,4,5,20.052,12,5,0,1,1,42.43,Medio
Quiroga,Marsella,9,2,3,9.427,10,2,0,0,0,18.03,Rapido
Calle 100,Alcala,6,0,1,3.723,18,0,1,0,0,15.94,Rapido
Minuto de Dios,El Dorado,14,4,4,2.905,14,2,0,0,0,26.23,Medio
Calle 127,CAN,9,3,3,5.661,11,4,0,0,0,17.83,Rapido
Calle 22,Calle 127,9,3,3,10.018,9,3,0,0,0,18.96,Rapido
Santa Lucia,Calle 85,17,4,5,15.111,8,5,1,1,0,46.01,Medio
Calle 100 Suba,Portal El Dorado,13,2,3,6.129,13,6,0,1,1,22.02,Rapido
Mandalay,General Santander,13,2,3,10.849,10,6,0,1,0,21.28,Rapido
Museo Nacional,NQS Calle 38A Sur,5,2,3,2.673,15,0,0,0,0,8.31,Rapido
Calle 72,Portal 80,4,2,3,4.589,7,3,1,0,1,11.76,Rapido
Nariño,Calle 72,10,3,3,8.449,20,0,1,0,0,21.58,Rapido
De La Sabana,Toberin,18,4,5,13.542,8,3,1,0,0,52.12,Lento
Calle 100 Suba,Shaio,2,0,1,0.993,13,6,0,1,0,1.73,Rapido
Calle 45,21 Angeles,11,1,2,9.427,6,5,1,1,0,23.24,Rapido
Marly,Nariño,10,1,2,5.649,23,0,0,0,0,15.38,Rapido
Portal Usme,Portal Sur,9,0,1,4.081,18,3,1,0,2,67.54,Lento
Calle 100,Salitre El Greco,7,2,3,3.924,12,0,0,0,0,12.46,Rapido
Portal Sur,Calle 22,13,1,2,8.23,23,4,0,0,1,23.23,Rapido
Humedal Cordoba,Normandia,12,2,3,5.277,6,5,1,1,0,32.82,Medio
Molinos,Ricaurte,16,2,3,11.546,15,0,0,0,0,59.97,Lento
Hospitales,Centro Memoria,3,1,2,2.721,10,4,0,0,0,3.28,Rapido
Cardio Infantil,Humedal Cordoba,12,1,2,4.876,17,0,1,0,0,32.36,Medio
Calle 106,Yomasa,23,6,5,18.755,19,5,1,1,0,60.43,Lento
Av 68,Socorro,22,5,4,14.763,12,3,0,0,0,53.3,Lento
La Campiña,Pradera,17,3,4,10.101,22,6,0,1,0,30.49,Medio
Aurora,Av Cali Calle 80,24,3,4,19.095,15,0,0,0,0,68.9,Lento
Normandia,Calle 22,8,2,2,6.21,11,6,0,1,0,12.62,Rapido
Ricaurte,Calle 45,9,3,3,2.933,23,1,0,0,0,13.73,Rapido
Calle 40 Sur,Portal Usme,11,1,2,5.616,5,3,0,0,1,48.73,Medio
Flores,Calle 34,4,0,1,2.121,5,1,0,0,0,5.53,Rapido
Calle 142,Portal El Dorado,18,3,3,10.205,10,6,0,1,1,31.43,Medio
Calle 146,Calle 19,14,4,3,13.385,20,4,1,0,0,37.71,Medio
Centro Memoria,Pepe Sierra,11,4,3,9.243,15,6,0,1,0,17.41,Rapido
Normandia,Mandalay,19,4,3,3.242,8,5,1,1,0,43.42,Medio
De La Sabana,Av Chile,5,1,2,4.475,23,1,0,0,0,8.03,Rapido
Calle 40 Sur,Patio Bonito,14,2,3,10.191,10,5,0,1,0,24.41,Rapido
Flores,Simon Bolivar,9,2,3,0.867,6,1,1,0,0,22.97,Rapido
Toberin,Museo Nacional,17,4,3,14.964,10,0,0,0,0,32.3,Medio
21 Angeles,Calle 72,8,1,2,7.477,7,5,1,1,0,20.72,Rapido
Patio Bonito,Portal Suba,23,3,4,13.198,9,1,0,0,1,46.79,Medio
Portal Americas,Olaya,13,2,3,9.419,12,1,0,0,1,25.56,Medio
Calle 85,Pradera,10,3,4,4.196,7,5,1,1,0,28.06,Medio
Patio Bonito,21 Angeles,20,3,4,11.219,22,1,0,0,0,41.2,Medio
Calle 142,Virrey,8,0,1,5.292,16,6,0,1,0,12.85,Rapido
El Dorado,Portal Norte,21,3,3,13.227,11,2,0,0,1,37.74,Medio
Calle 45,Portal Suba,14,1,2,12.142,20,1,1,0,1,36.72,Medio
Biblioteca Tintal,Molinos,22,3,4,14.015,14,1,0,0,0,65.72,Lento
Portal El Dorado,Av Chile,14,3,4,5.062,8,5,1,1,1,32.09,Medio
Calle 63,Av 68,5,0,1,2.808,20,4,1,0,0,10.93,Rapido
Portal 80,Socorro,22,6,6,18.427,23,2,0,0,1,49.35,Medio
Mandalay,Escuela Militar,10,1,2,5.973,8,2,1,0,0,25.89,Medio
Olaya,Centro Memoria,6,1,2,5.183,17,1,1,0,0,12.25,Rapido
Biblioteca Tintal,Polo,12,1,2,7.264,9,1,0,0,0,27.03,Medio
NQS Calle 38A Sur,Mundo Aventura,7,1,2,6.684,9,3,0,0,0,15.66,Rapido
Granja,Centro Memoria,13,5,4,8.863,15,1,0,0,0,24.13,Rapido
Gratamira,Calle 38A Sur,24,5,5,20.318,8,6,1,1,0,57.05,Lento
Marsella,El Dorado,19,4,3,2.288,14,4,0,0,0,36.7,Medio
Toberin,Calle 63 NQS,15,3,4,10.339,23,4,0,0,0,27.86,Medio
Quiroga,Portal Usme,12,1,2,6.39,11,4,0,0,1,51.76,Lento
Alcala,Pepe Sierra,4,0,1,2.254,12,1,0,0,0,6.58,Rapido
Socorro,Calle 45,18,4,4,12.649,23,0,0,0,0,36.38,Medio
Portal Suba,Prado,13,1,2,5.9,6,3,1,0,1,36.52,Medio
Calle 142,Portal Americas,22,4,5,14.299,20,1,1,0,1,64.34,Lento
Olaya,De La Sabana,6,2,3,6.993,9,2,0,0,0,10.69,Rapido
Calle 127,Aurora,26,6,5,20.811,20,5,1,1,0,81.03,Lento
Shaio,Simon Bolivar,9,2,3,5.48,5,3,0,0,0,16.46,Rapido
Normandia,Calle 85,9,1,2,4.071,16,5,0,1,0,15.0,Rapido
Yomasa,Calle 100 Suba,21,4,5,18.959,17,5,1,1,0,64.63,Lento
Pepe Sierra,Granja,9,4,4,5.019,22,4,0,0,0,19.77,Rapido
Calle 106,Virrey,3,0,1,1.241,15,5,0,1,0,3.93,Rapido
Molinos,Biblioteca Tintal,22,3,4,14.015,8,3,1,0,0,92.14,Lento
Molinos,Calle 72,23,4,4,16.447,22,5,0,1,0,52.0,Lento
Consuelo,Calle 38A Sur,5,0,1,1.917,15,1,0,0,0,21.11,Rapido
Simon Bolivar,Consuelo,16,2,3,15.174,12,2,0,0,0,48.76,Medio
Pepe Sierra,Gratamira,7,1,2,3.465,6,0,1,0,0,17.57,Rapido
Prado,Restrepo,17,5,4,15.111,8,3,1,0,0,47.4,Medio
Ricaurte,Hospitales,2,0,1,2.81,19,4,1,0,0,3.5,Rapido
Calle 100,Cardio Infantil,9,0,1,6.296,19,0,1,0,0,22.36,Rapido
Heroes,Calle 100 Suba,3,0,1,3.721,8,1,1,0,0,6.87,Rapido
Pradera,Calle 45,11,3,3,2.808,11,4,0,0,0,19.68,Rapido
Patio Bonito,Salitre El Greco,19,4,3,6.017,9,3,0,0,0,35.75,Medio
Aurora,Hospitales,13,1,2,8.164,11,0,0,0,0,39.97,Medio
Quiroga,Marly,13,1,2,8.002,18,4,1,0,0,29.77,Medio
Mandalay,Portal Usme,22,3,4,14.898,23,5,0,1,1,65.69,Lento
Portal 80,Portal El Dorado,13,3,4,5.102,14,4,0,0,2,26.89,Medio
Calle 63 NQS,Gobernacion,8,3,4,0.496,12,3,0,0,0,14.58,Rapido
Biblioteca Tintal,Calle 40 Sur,13,2,3,10.128,16,2,0,0,0,25.06,Medio
Calle 63,Ricaurte,9,3,3,4.329,14,1,0,0,0,16.75,Rapido
Calle 45,Calle 63,3,0,1,1.46,12,0,0,0,0,3.25,Rapido
Calle 34,Portal 80,9,2,3,7.701,13,2,0,0,1,16.29,Rapido
Av Cali Calle 80,Las Aguas,15,6,4,10.258,16,1,0,0,0,30.37,Medio
Calle 63,Ricaurte,9,3,3,4.329,14,0,0,0,0,15.54,Rapido
Pradera,Calle 40 Sur,9,2,3,10.272,19,2,1,0,0,24.4,Rapido
Salitre El Greco,Prado,11,3,3,6.568,15,5,0,1,0,19.87,Rapido
Hospitales,Shaio,11,2,3,12.1,9,6,0,1,0,21.6,Rapido
Portal 80,Marsella,10,1,2,5.492,8,5,1,1,1,24.98,Rapido
San Facade,Calle 19,5,1,2,0.65,14,0,0,0,0,6.92,Rapido
Portal Americas,Modelia,23,4,3,5.34,7,2,1,0,1,58.28,Lento
Simon Bolivar,Restrepo,5,1,2,8.361,12,6,0,1,0,7.99,Rapido
Aurora,Calle 106,22,5,6,19.113,22,6,0,1,0,46.72,Medio
Calle 127,Profamilia,10,4,3,9.343,17,1,1,0,0,26.98,Medio
Profamilia,CAN,8,1,2,4.362,16,3,0,0,0,12.84,Rapido
Mundo Aventura,NQS Calle 38A Sur,7,1,2,6.684,16,0,0,0,0,14.05,Rapido
Portal Americas,San Victorino,14,2,3,7.276,7,1,1,0,1,39.29,Medio
Patio Bonito,Portal 80,14,1,2,8.414,14,1,0,0,1,35.12,Medio
Pepe Sierra,Patio Bonito,17,4,5,10.975,9,6,0,1,0,29.08,Medio
Consuelo,Humedal Cordoba,25,4,5,21.254,20,6,1,1,0,78.39,Lento
Socorro,Museo Nacional,14,2,3,10.188,7,0,1,0,0,51.24,Lento
Patio Bonito,Calle 72,15,3,4,7.977,22,3,0,0,0,32.36,Medio
Calle 38A Sur,Centro Memoria,12,2,3,9.362,10,6,0,1,0,23.16,Rapido
Av Chile,Humedal Cordoba,8,2,3,3.924,23,2,0,0,0,15.83,Rapido
El Dorado,Av 68,4,0,1,2.445,5,1,0,0,0,6.68,Rapido
Portal Suba,Calle 22,14,2,3,14.783,14,3,0,0,1,28.61,Medio
Flores,Av 68,6,1,2,3.048,8,6,1,1,0,10.93,Rapido
Calle 100,Suba TV 91,7,0,1,6.036,16,4,0,0,0,12.65,Rapido
Gobernacion,Yomasa,20,5,4,14.973,20,5,1,1,0,65.27,Lento
Shaio,Aurora,25,5,5,20.151,13,1,0,0,0,61.65,Lento
Portal Norte,Calle 38A Sur,30,6,5,25.8,16,1,0,0,1,60.41,Lento
Modelia,Biblioteca Tintal,21,4,3,3.574,14,2,0,0,0,44.05,Medio
Profamilia,Cardio Infantil,17,2,2,13.486,10,6,0,1,0,24.88,Rapido
Salitre El Greco,Mandalay,17,4,3,4.036,15,6,0,1,0,28.44,Medio
Granja,Molinos,29,7,6,19.549,8,4,1,0,0,119.07,Lento
Alcala,Calle 38A Sur,25,6,5,20.859,21,2,0,0,0,49.26,Medio
Marsella,Calle 63,12,3,3,3.745,8,1,1,0,0,26.01,Medio
Cardio Infantil,San Victorino,17,5,3,15.304,21,6,0,1,0,24.0,Rapido
Calle 19,Patio Bonito,13,1,2,7.109,19,0,1,0,0,29.02,Medio
Aurora,Portal Sur,6,0,1,2.598,16,2,0,0,1,23.83,Rapido
Portal 80,Suba TV 91,10,2,3,4.113,21,6,0,1,1,15.85,Rapido
Humedal Cordoba,Av 68,11,2,3,5.334,8,1,1,0,0,27.24,Medio
Escuela Militar,La Campiña,11,2,3,6.574,9,1,0,0,0,20.34,Rapido
Calle 19,Calle 100 Suba,8,3,3,8.995,5,6,0,1,0,10.58,Rapido
Centro Memoria,Calle 146,16,4,3,12.957,6,6,1,1,0,34.68,Medio
Portal Suba,Calle 22,14,2,3,14.783,13,0,0,0,1,27.11,Medio
Calle 142,Calle 22,12,3,3,12.372,11,4,0,0,0,24.22,Rapido
Minuto de Dios,Av 68,11,4,4,3.665,7,1,1,0,0,35.42,Medio
Simon Bolivar,Minuto de Dios,8,1,2,5.73,16,1,0,0,0,18.59,Rapido
Toberin,Ferias,14,4,4,8.969,21,4,0,0,0,26.68,Medio
Alcala,Restrepo,18,5,4,15.895,11,5,0,1,0,28.48,Medio
Ricaurte,21 Angeles,13,2,3,11.779,8,1,1,0,0,45.13,Medio
Portal Suba,Molinos,33,5,5,25.752,23,1,0,0,1,85.03,Lento
Calle 85,Modelia,10,1,2,4.855,17,3,1,0,0,22.63,Rapido
Calle 19,Las Aguas,4,1,2,1.144,8,3,1,0,0,6.65,Rapido
Molinos,Heroes,24,4,4,16.687,22,5,0,1,0,50.2,Lento
Calle 19,NQS Calle 38A Sur,6,2,3,2.005,14,3,0,0,0,9.58,Rapido
Portal 80,El Dorado,12,3,4,4.507,22,3,0,0,1,23.14,Rapido
Cardio Infantil,Calle 100,9,0,1,6.296,20,5,1,1,0,18.62,Rapido
Portal Usme,Calle 146,31,5,6,25.274,17,3,1,0,1,135.25,Lento
Calle 22,Calle 40 Sur,11,1,2,6.662,17,3,1,0,0,29.04,Medio
Calle 63 NQS,Calle 100,6,2,3,3.03,16,1,0,0,0,12.19,Rapido
Normandia,Calle 22,8,2,2,6.21,12,6,0,1,0,12.16,Rapido
Simon Bolivar,Socorro,13,2,3,13.893,13,6,0,1,0,31.04,Medio
Normandia,Modelia,2,0,1,0.785,20,5,1,1,0,2.54,Rapido
Portal Usme,Profamilia,22,2,3,12.922,13,1,0,0,1,68.89,Lento
General Santander,Portal Usme,10,1,2,4.846,20,1,1,0,1,62.3,Lento
Calle 142,Biblioteca Tintal,20,4,5,12.551,7,3,1,0,0,68.0,Lento
Museo Nacional,Tercer Milenio,3,0,1,2.181,15,1,0,0,0,3.05,Rapido
Calle 100 Suba,Quiroga,16,4,4,14.451,20,6,1,1,0,31.18,Medio
Pradera,Portal Usme,19,3,4,15.554,21,2,0,0,1,64.51,Lento
Salitre El Greco,Aurora,23,5,4,15.559,6,3,1,0,0,83.17,Lento
Portal Americas,Las Aguas,15,2,3,7.958,17,3,1,0,1,37.24,Medio
San Victorino,Humedal Cordoba,12,4,3,11.323,10,3,0,0,0,21.65,Rapido
NQS Calle 38A Sur,Portal Usme,17,2,3,9.941,8,4,1,0,1,92.36,Lento
Salitre El Greco,Shaio,9,2,3,4.617,20,3,1,0,0,22.12,Rapido
CAN,Nariño,11,4,3,8.328,13,3,0,0,0,18.84,Rapido
Modelia,Heroes,9,1,2,4.556,15,0,0,0,0,14.16,Rapido
Molinos,Minuto de Dios,24,3,4,19.372,23,0,0,0,0,71.84,Lento
Museo Nacional,Calle 142,14,4,3,12.044,18,2,1,0,0,40.43,Medio
CAN,Flores,4,1,2,2.041,12,1,0,0,0,5.84,Rapido
Calle 100,La Campiña,8,0,1,6.967,8,2,1,0,0,18.98,Rapido
Av Cali Calle 80,Portal El Dorado,17,4,4,4.352,18,4,1,0,1,49.23,Medio
Aurora,Portal Suba,29,4,5,25.088,23,0,0,0,1,75.33,Lento
NQS Calle 38A Sur,Mandalay,8,1,2,7.071,23,0,0,0,0,15.0,Rapido
Consuelo,Marsella,18,3,4,14.332,20,4,1,0,0,82.81,Lento
Calle 63 NQS,Toberin,15,3,4,10.339,14,2,0,0,0,31.82,Medio
Calle 100 Suba,Ricaurte,13,4,4,8.472,11,2,0,0,0,22.03,Rapido
Shaio,Normandia,11,2,3,4.669,12,4,0,0,0,20.83,Rapido
Simon Bolivar,Calle 142,13,3,4,8.373,23,2,0,0,0,24.76,Rapido
Restrepo,Portal Suba,19,3,4,18.843,18,1,1,0,1,51.76,Lento
Humedal Cordoba,Prado,8,1,2,2.795,14,3,0,0,0,15.78,Rapido
Patio Bonito,Normandia,21,4,3,5.107,13,4,0,0,0,42.75,Medio
San Facade,Calle 85,9,3,4,6.973,5,5,0,1,0,17.29,Rapido
Shaio,Pradera,12,3,4,6.085,11,5,0,1,0,27.11,Medio
Portal Norte,Granja,17,4,4,10.044,22,6,0,1,1,28.3,Medio
Polo,Santa Lucia,19,5,5,16.764,6,4,1,0,0,52.09,Lento
Ferias,Calle 45,8,3,3,6.036,14,6,0,1,0,12.22,Rapido
Calle 100,Consuelo,24,5,5,19.015,18,2,1,0,0,97.29,Lento
General Santander,Suba TV 91,21,3,4,20.213,12,3,0,0,0,42.34,Medio
Av 68,Flores,6,1,2,3.048,14,3,0,0,0,10.48,Rapido
Pepe Sierra,Av Cali Calle 80,10,4,4,4.215,11,1,0,0,0,20.16,Rapido
Gratamira,San Facade,15,4,4,11.785,10,5,0,1,0,28.14,Medio
Portal Usme,Aurora,4,0,1,1.489,6,6,1,1,1,22.4,Rapido
Humedal Cordoba,Calle 100,4,0,1,3.383,18,2,1,0,0,10.02,Rapido
Nariño,Calle 38A Sur,9,1,2,5.748,12,0,0,0,0,23.82,Rapido
Calle 22,Quiroga,10,1,2,5.878,23,6,0,1,0,12.17,Rapido
Calle 127,Ferias,8,4,4,4.97,8,6,1,1,0,20.32,Rapido
Simon Bolivar,NQS Calle 38A Sur,4,0,1,6.439,12,3,0,0,0,7.83,Rapido
De La Sabana,Gratamira,13,3,4,9.219,19,3,1,0,0,37.67,Medio
Portal Usme,Ricaurte,17,2,3,12.245,16,5,0,1,1,58.68,Lento
Pepe Sierra,Portal Suba,11,1,2,6.761,12,2,0,0,1,24.89,Rapido
Molinos,Portal Suba,31,4,5,25.752,16,6,0,1,1,71.77,Lento
Tercer Milenio,Av Cali Calle 80,13,2,3,10.536,6,5,1,1,0,39.49,Medio
General Santander,San Facade,9,2,3,6.804,17,2,1,0,0,26.04,Medio
Calle 22,Ricaurte,7,1,2,1.132,12,6,0,1,0,7.49,Rapido
Nariño,General Santander,6,0,1,3.924,14,0,0,0,0,12.49,Rapido
Humedal Cordoba,Consuelo,27,5,5,21.254,10,3,0,0,0,77.57,Lento
Olaya,Av Cali Calle 80,15,2,3,13.644,13,6,0,1,0,26.13,Medio
Portal Usme,Portal Suba,32,4,5,26.42,18,6,1,1,2,102.38,Lento
Calle 142,Calle 63,10,2,2,8.121,13,4,0,0,0,18.01,Rapido
San Facade,Mandalay,7,0,1,5.53,19,5,1,1,0,13.67,Rapido
Calle 85,Yomasa,22,4,4,16.73,19,6,1,1,0,56.29,Lento
Centro Memoria,Yomasa,14,2,3,10.525,14,2,0,0,0,37.42,Medio
Flores,Quiroga,11,2,3,9.343,9,6,0,1,0,15.57,Rapido
Las Aguas,Portal Americas,15,2,3,7.958,20,6,1,1,1,32.81,Medio
Socorro,Mandalay,17,3,4,12.896,14,1,0,0,0,40.99,Medio
Nariño,Museo Nacional,5,1,2,3.853,23,1,0,0,0,5.52,Rapido
San Victorino,Toberin,18,5,3,16.436,12,0,0,0,0,35.47,Medio
Calle 63 NQS,Biblioteca Tintal,9,1,2,6.257,17,4,1,0,0,24.53,Rapido
Calle 127,Mundo Aventura,15,4,5,8.897,10,4,0,0,0,33.05,Medio
Polo,Portal El Dorado,12,2,3,4.995,20,0,1,0,1,29.49,Medio
Granja,Heroes,6,2,2,5.306,20,3,1,0,0,17.03,Rapido
Suba TV 91,De La Sabana,15,3,4,10.924,14,5,0,1,0,29.89,Medio
Olaya,Calle 40 Sur,3,0,1,1.57,5,2,0,0,0,4.29,Rapido
Portal Americas,Flores,16,2,3,8.295,16,4,0,0,1,32.41,Medio
Alcala,Portal Suba,14,1,2,5.511,9,6,0,1,1,23.06,Rapido
De La Sabana,NQS Calle 38A Sur,4,1,2,4.398,18,5,1,1,0,8.99,Rapido
San Victorino,CAN,8,4,2,5.884,6,2,1,0,0,20.55,Rapido
Modelia,Tercer Milenio,13,3,2,7.799,6,0,1,0,0,31.08,Medio
Humedal Cordoba,Nariño,15,4,4,13.766,16,1,0,0,0,29.85,Medio
Simon Bolivar,Calle 72,7,2,3,1.099,13,1,0,0,0,15.35,Rapido
Portal Norte,Calle 34,18,2,2,15.179,7,2,1,0,1,49.21,Medio
Gobernacion,Calle 19,5,3,2,5.01,15,0,0,0,0,8.77,Rapido
Gratamira,Molinos,29,5,5,22.465,18,2,1,0,0,114.13,Lento
Gobernacion,Quiroga,13,4,3,10.455,15,3,0,0,0,23.67,Rapido
Portal Usme,Calle 45,23,4,4,15.026,22,6,0,1,1,58.18,Lento
Portal 80,Biblioteca Tintal,13,1,2,7.543,11,1,0,0,1,25.47,Medio
Portal Suba,Gobernacion,13,2,3,10.125,10,5,0,1,1,21.54,Rapido
Pradera,Av Chile,6,1,2,3.356,19,2,1,0,0,18.74,Rapido
Portal El Dorado,Pradera,19,4,3,3.326,8,6,1,1,1,39.84,Medio
Minuto de Dios,Calle 127,9,4,4,6.145,11,6,0,1,0,16.31,Rapido
Profamilia,Granja,13,3,3,8.443,23,5,0,1,0,20.96,Rapido
21 Angeles,Restrepo,18,4,4,16.225,23,1,0,0,0,28.07,Medio
Pradera,Calle 142,16,4,5,9.581,15,0,0,0,0,37.42,Medio
Calle 22,Nariño,7,1,2,3.528,16,4,0,0,0,10.21,Rapido
Mandalay,Calle 45,14,3,3,5.329,5,0,0,0,0,24.69,Rapido
Portal Sur,Portal El Dorado,23,4,3,13.768,13,4,0,0,2,46.41,Medio
Av Chile,Virrey,6,2,3,1.65,19,2,1,0,0,19.05,Rapido
Santa Lucia,Calle 34,16,2,3,10.167,11,6,0,1,0,25.46,Medio
